jugador,elo_actual_total,elo_maximo_total,elo_actual_tierra,elo_actual_hierba,elo_actual_dura,elo_maximo_tierra,elo_maximo_hierba,elo_maximo_dura,activo,elo
jason jung,1479.07,1553.76,1485.14,1503.31,1456.44,1500.0,1516.64,1542.3,0,1479.07
daniel montes de oca,1429.59,1500.0,1500.0,1500.0,1423.37,1500.0,1500.0,1500.0,0,1429.59
sandor noszaly,1449.11,1625.24,1491.06,1465.0,1397.92,1645.34,1500.0,1516.16,0,1449.11
egor gerasimov,1590.98,1768.67,1515.72,1513.35,1560.43,1571.94,1526.09,1721.03,1,1590.98
paul baccanello,1470.14,1509.0,1500.0,1499.69,1464.65,1500.0,1515.68,1501.3,0,1470.14
ryan sweeting,1629.26,1681.47,1566.7,1476.94,1539.58,1579.25,1500.0,1589.65,0,1629.26
nils elvik,1454.41,1500.0,1451.36,1500.0,1500.0,1500.0,1500.0,1500.0,0,1454.41
onny parun,1400.58,1500.0,1431.98,1416.51,1484.62,1500.0,1500.0,1500.0,0,1536.65
massimo calvelli,1511.02,1523.44,1507.39,1500.0,1500.0,1519.73,1500.0,1500.0,0,1511.02
dimitar kutrovsky,1543.85,1562.69,1525.28,1500.0,1522.51,1543.34,1500.0,1533.29,0,1543.85
giovanni biccai,1482.7,1500.0,1484.0,1500.0,1500.0,1500.0,1500.0,1500.0,0,1482.7
warit sornbutnark,1463.52,1500.0,1500.0,1500.0,1462.32,1500.0,1500.0,1500.0,0,1463.52
fabrice santoro,1639.43,1866.16,1477.56,1655.4,1593.7,1763.24,1677.6,1817.43,0,1639.43
brad properjohn,1487.14,1500.0,1500.0,1486.29,1500.0,1500.0,1500.0,1500.0,0,1487.14
manuel gallardo,1469.65,1500.0,1500.0,1500.0,1457.51,1500.0,1500.0,1500.0,0,1469.65
brian levine,1469.82,1545.57,1511.2,1456.47,1478.37,1540.46,1500.0,1521.78,0,1469.82
ferenc zentai,1469.14,1500.0,1470.44,1500.0,1500.0,1500.0,1500.0,1500.0,0,1469.14
sever dron,1431.04,1500.0,1428.35,1483.74,1500.0,1500.0,1500.0,1500.0,0,1431.04
peter mcnamara,1769.11,2047.58,1823.32,1584.64,1788.65,1998.99,1674.01,1826.29,0,1769.11
haseeb aslam,1555.71,1560.37,1500.47,1500.0,1560.13,1501.58,1500.0,1560.13,0,1555.71
john mills,1462.62,1500.0,1500.0,1463.41,1500.0,1500.0,1500.0,1500.0,0,1462.62
chuck adams,1625.48,1779.46,1418.71,1474.09,1617.31,1500.0,1500.0,1764.09,0,1625.48
tintus arianto wibowo,1537.6,1559.01,1540.4,1500.0,1491.81,1548.0,1500.0,1528.33,0,1537.6
c. graham,1484.0,1500.0,1500.0,1484.0,1500.0,1500.0,1500.0,1500.0,0,1483.19
fernando soler,1507.46,1516.74,1506.65,1500.0,1500.0,1515.6,1500.0,1500.0,0,1507.46
thomas gollwitzer,1481.31,1511.67,1481.16,1500.0,1484.0,1512.47,1500.0,1500.0,0,1481.31
harold solomon,1577.16,2090.87,1622.11,1441.12,1603.18,2063.88,1527.88,1950.8,0,1577.16
s menzies,1492.33,1500.0,1500.0,1500.0,1487.78,1500.0,1500.0,1500.0,0,1492.33
thierry quintin,1465.15,1500.0,1471.99,1487.1,1500.0,1500.0,1500.0,1500.0,0,1465.15
ali kadhim,1497.42,1515.3,1500.0,1500.0,1497.57,1500.0,1500.0,1515.26,0,1497.42
henry whitesell,1494.18,1500.0,1488.08,1500.0,1500.0,1500.0,1500.0,1500.0,0,1494.18
philipp petzschner,1606.61,1803.83,1509.94,1596.43,1574.65,1607.02,1645.6,1671.93,0,1606.61
david sherwood,1480.18,1503.62,1481.22,1501.36,1482.97,1500.0,1515.01,1500.0,0,1480.18
y wang,1519.77,1519.77,1500.0,1500.0,1519.74,1500.0,1500.0,1519.74,0,1519.77
gordon forbes,1447.93,1500.0,1500.0,1443.04,1498.56,1500.0,1500.0,1515.26,0,1447.93
lucas pouille,1571.14,1901.71,1515.46,1597.5,1609.56,1787.94,1624.38,1825.08,1,1571.14
keith wooldridge,1469.5,1513.0,1470.88,1457.22,1511.98,1512.99,1500.0,1539.63,0,1469.5
dick peters,1484.0,1500.0,1500.0,1500.0,1484.0,1500.0,1500.0,1500.0,0,1484.0
kent carlsson,1872.15,2069.76,1865.35,1500.0,1571.74,2068.44,1500.0,1580.07,0,1872.15
ned caswell,1492.11,1521.22,1485.71,1500.0,1494.37,1500.0,1500.0,1517.26,0,1492.11
zlatko ivancic,1410.86,1500.0,1396.36,1494.48,1500.0,1500.0,1500.0,1500.0,0,1410.86
mike kreiss,1428.61,1515.86,1474.39,1442.6,1431.83,1528.82,1500.96,1500.0,0,1428.61
brett steven,1628.31,1827.52,1572.62,1662.32,1571.51,1600.45,1700.18,1736.81,0,1628.31
rubin perczek,1485.07,1500.0,1481.21,1500.0,1500.0,1500.0,1500.0,1500.0,0,1485.07
gary rose,1477.2,1516.0,1500.0,1500.0,1466.08,1500.0,1500.0,1516.0,0,1477.2
ingo wimmer,1456.96,1533.21,1452.28,1500.0,1497.01,1500.0,1500.0,1533.74,0,1456.96
frantisek cermak,1506.53,1562.66,1544.59,1507.97,1439.5,1552.37,1524.37,1500.0,0,1506.53
rouzbeh kamran,1483.3,1516.0,1516.0,1500.0,1468.76,1516.0,1500.0,1500.0,0,1483.3
udo riglewski,1515.02,1574.96,1498.5,1489.63,1469.23,1554.49,1518.25,1527.63,0,1515.02
adam skrzypczak,1532.25,1532.25,1531.26,1500.0,1500.0,1531.26,1500.0,1500.0,0,1532.25
brant bailey,1464.51,1500.0,1464.69,1500.0,1484.7,1500.0,1500.0,1500.0,0,1464.51
francisco montana,1507.73,1535.1,1551.76,1464.39,1400.16,1580.87,1500.74,1521.18,0,1507.73
mohamed wafa,1514.7,1514.7,1514.4,1500.0,1500.0,1514.4,1500.0,1500.0,0,1514.7
anas fattar,1485.23,1500.0,1487.35,1500.0,1500.0,1500.0,1500.0,1500.0,0,1485.23
zsolt tatar,1482.54,1500.0,1500.0,1500.0,1484.0,1500.0,1500.0,1500.0,0,1482.54
min hyoek cho,1481.52,1513.39,1500.0,1500.0,1475.39,1500.0,1500.0,1513.06,0,1481.52
tobias svantesson,1492.99,1555.33,1462.82,1490.27,1509.95,1509.37,1500.0,1544.11,0,1492.99
lorenzo soriano,1437.58,1500.0,1429.83,1500.0,1500.0,1500.0,1500.0,1500.0,0,1437.58
atilio rosetti,1497.64,1516.0,1500.0,1499.28,1500.0,1500.0,1516.0,1500.0,0,1497.64
a. marquez,1491.35,1500.0,1486.91,1500.0,1500.0,1500.0,1500.0,1500.0,0,1491.35
christian bimes,1501.39,1519.5,1500.66,1500.0,1500.0,1517.77,1500.0,1500.0,0,1501.39
mikael torpegaard,1484.79,1516.79,1500.0,1482.53,1496.6,1500.0,1500.0,1516.22,0,1484.79
steve tidball,1461.49,1500.0,1463.68,1500.0,1471.68,1500.0,1500.0,1516.0,0,1461.49
oscar escribano,1457.06,1500.0,1457.63,1500.0,1500.0,1500.0,1500.0,1500.0,0,1457.06
mark cox,1614.54,1925.76,1573.83,1693.57,1630.19,1812.96,1829.52,1741.0,0,1614.54
jan apell,1591.26,1764.17,1508.6,1552.41,1570.1,1604.51,1577.3,1652.49,0,1591.26
mike shore,1513.25,1538.91,1479.47,1500.0,1512.42,1500.0,1500.0,1531.01,0,1513.25
mattia bellucci,1582.74,1609.56,1481.4,1500.54,1570.17,1526.81,1512.45,1609.51,1,1582.74
alkis papamichael,1343.2,1508.84,1354.37,1500.0,1470.86,1500.0,1500.0,1500.0,0,1343.2
nicholas malcolm,1450.81,1500.0,1500.0,1500.0,1452.63,1500.0,1500.0,1500.0,0,1450.81
dimitri badra,1481.2,1500.0,1500.0,1500.0,1481.47,1500.0,1500.0,1500.0,0,1481.2
erick iskersky,1504.65,1655.58,1527.65,1472.85,1451.4,1565.46,1500.0,1578.1,0,1504.65
neil broad,1472.63,1500.0,1492.69,1461.99,1457.26,1500.0,1500.0,1508.44,0,1472.63
jimmy arias,1638.52,2062.54,1588.35,1503.22,1642.46,2011.12,1552.17,1819.89,0,1638.52
isao watanabe,1481.72,1506.32,1484.43,1500.0,1483.66,1506.01,1500.0,1500.0,0,1481.72
gil howard,1484.97,1516.0,1500.0,1500.0,1484.67,1500.0,1500.0,1516.0,0,1484.97
andrew park,1490.91,1500.0,1500.0,1500.0,1491.58,1500.0,1500.0,1500.0,0,1490.91
julien boutter,1610.69,1781.9,1631.24,1411.66,1533.07,1759.9,1516.75,1621.95,0,1610.69
igor saric,1531.21,1531.21,1530.66,1500.0,1500.0,1530.66,1500.0,1500.0,0,1531.21
bob hochstadter,1490.84,1500.0,1500.0,1500.0,1488.83,1500.0,1500.0,1500.0,0,1490.84
moharram ali khodai,1464.81,1500.0,1460.7,1500.0,1500.0,1500.0,1500.0,1500.0,0,1464.81
rinky hijikata,1548.07,1658.02,1429.03,1480.7,1583.64,1516.25,1548.37,1644.58,1,1548.07
john segal,1498.1,1500.0,1497.4,1500.0,1500.0,1500.0,1500.0,1500.0,0,1498.1
horst ritter,1493.26,1500.0,1500.0,1500.0,1482.53,1500.0,1500.0,1500.0,0,1493.26
per larsson,1458.5,1500.0,1470.7,1500.0,1476.03,1500.0,1500.0,1500.0,0,1458.5
kevin furst,1484.0,1500.0,1500.0,1484.0,1500.0,1500.0,1500.0,1500.0,0,1484.0
kimmer coppejans,1451.32,1500.0,1466.25,1481.61,1465.59,1504.09,1500.0,1500.0,0,1451.32
bjorn borg,1980.48,2432.28,2148.89,2089.61,1882.12,2396.82,2109.96,2043.58,0,1980.48
karl fichtel,1483.14,1517.13,1481.92,1500.0,1500.0,1519.58,1500.0,1500.0,0,1483.14
borjer hamre,1496.11,1500.0,1495.32,1500.0,1500.0,1500.0,1500.0,1500.0,0,1496.11
n. trotter,1500.0,1516.0,1500.0,1500.0,1500.0,1500.0,1516.0,1500.0,0,1500.0
ernesto escobedo,1485.9,1598.67,1481.41,1474.49,1458.82,1560.12,1505.62,1559.59,1,1485.9
tobias klein,1489.02,1500.0,1500.0,1484.42,1500.0,1500.0,1500.0,1500.0,0,1489.02
m. pine,1486.62,1500.0,1484.95,1500.0,1500.0,1500.0,1500.0,1500.0,0,1486.62
alberto jimenez,1522.16,1522.16,1522.26,1500.0,1500.0,1522.26,1500.0,1500.0,0,1522.16
leonardo lavalle,1605.92,1716.85,1596.78,1432.41,1539.25,1665.15,1500.0,1664.52,0,1605.92
farshad talavar,1513.86,1530.53,1513.86,1500.0,1500.0,1530.53,1500.0,1500.0,0,1513.86
martin spottl,1512.48,1538.58,1515.08,1500.0,1493.79,1538.46,1500.0,1500.0,0,1512.48
roberto bautista agut,1705.65,1979.46,1613.87,1668.46,1577.54,1784.24,1742.9,1922.93,1,1705.65
chiradip mukherjea,1464.95,1500.0,1484.69,1468.95,1500.0,1500.0,1500.0,1500.0,0,1536.56
carey brading,1497.52,1500.0,1500.0,1500.0,1494.19,1500.0,1500.0,1500.0,0,1497.52
jason engelhardt,1492.68,1500.31,1500.0,1500.0,1488.92,1500.0,1500.0,1500.37,1,1492.68
tony barbaria,1483.27,1500.0,1500.0,1500.0,1484.0,1500.0,1500.0,1500.0,0,1483.27
isao kobayashi,1482.56,1500.0,1500.0,1482.56,1500.0,1500.0,1500.0,1500.0,0,1482.56
tom mozur,1487.83,1515.07,1468.57,1489.82,1487.4,1500.0,1520.39,1500.0,0,1487.83
alan gooch,1484.0,1500.0,1500.0,1484.0,1500.0,1500.0,1500.0,1500.0,0,1484.0
eduardo struvay,1457.96,1500.0,1487.42,1500.0,1467.93,1500.0,1500.0,1500.0,0,1457.96
sule ladipo,1510.63,1589.51,1455.82,1500.0,1565.12,1516.0,1500.0,1575.58,0,1510.63
rodney mandelstam,1490.72,1516.0,1491.31,1500.0,1500.0,1516.0,1500.0,1500.0,0,1490.72
jie cui,1489.48,1500.0,1500.0,1500.0,1482.31,1500.0,1500.0,1500.0,0,1489.48
samir saadeldin,1485.89,1501.09,1500.0,1500.0,1485.62,1500.0,1500.0,1500.89,0,1485.89
bob powell,1472.29,1500.0,1500.0,1467.12,1500.0,1500.0,1500.0,1500.0,0,1472.29
qualifier qualifier1,1483.26,1500.0,1483.26,1500.0,1500.0,1500.0,1500.0,1500.0,0,1484.0
ouassel hared,1442.54,1500.0,1442.36,1500.0,1500.0,1500.0,1500.0,1500.0,0,1442.54
john shaeffer,1451.49,1500.0,1484.0,1456.47,1500.0,1500.0,1500.0,1500.0,0,1451.49
jan kroslak,1516.58,1674.07,1438.51,1459.92,1534.53,1542.66,1513.95,1646.67,0,1516.58
daniel garza,1558.23,1577.86,1499.64,1500.0,1561.4,1554.17,1500.0,1561.4,0,1558.23
gaston etlis,1573.09,1578.11,1441.39,1483.23,1589.96,1543.1,1500.0,1598.84,0,1573.09
kenny thorne,1390.16,1570.43,1482.58,1424.09,1393.92,1500.0,1500.0,1546.73,0,1390.16
james greenhalgh,1442.07,1507.43,1500.0,1532.25,1391.95,1500.0,1532.25,1500.0,0,1442.07
mark meyers,1457.33,1508.99,1491.39,1470.36,1480.02,1507.87,1500.0,1500.0,0,1457.33
andy fanowrios,1489.14,1500.0,1500.0,1484.9,1500.0,1500.0,1500.0,1500.0,0,1489.14
jean-christophe faurel,1481.17,1524.49,1473.55,1482.02,1491.89,1500.0,1500.0,1532.87,0,1481.17
terry rocavert,1550.31,1626.04,1469.81,1473.51,1566.93,1514.91,1511.26,1635.97,0,1550.31
roland burtscher,1490.86,1500.0,1485.44,1500.0,1500.67,1500.0,1500.0,1516.88,0,1490.86
brett hansen-dent,1492.33,1500.0,1500.0,1500.0,1491.12,1500.0,1500.0,1500.0,0,1492.33
schalk van der merwe,1514.79,1527.59,1456.45,1503.09,1500.91,1500.0,1518.75,1515.19,0,1514.79
albert gaertner,1506.89,1516.74,1500.0,1500.0,1499.84,1500.0,1500.0,1516.74,0,1506.89
hiroki kondo,1482.6,1514.6,1500.0,1500.0,1475.52,1500.0,1500.0,1514.6,0,1482.6
robin vik,1489.08,1617.46,1513.14,1466.25,1499.48,1582.59,1515.98,1537.92,0,1489.08
fabian barriola,1486.89,1500.0,1486.18,1500.0,1500.0,1500.0,1500.0,1500.0,0,1486.89
alexander lehnhoff,1430.28,1500.0,1455.6,1500.0,1471.63,1500.0,1500.0,1500.0,0,1430.28
thierry ascione,1413.21,1571.13,1442.63,1452.39,1433.45,1522.51,1500.0,1558.28,0,1413.21
mostafa saleh,1528.64,1528.64,1500.0,1500.0,1528.57,1500.0,1500.0,1528.57,0,1528.64
steve woodley,1493.67,1500.0,1500.0,1490.24,1500.0,1500.0,1500.0,1500.0,0,1481.88
rafa orantes,1465.96,1500.0,1500.0,1500.0,1467.4,1500.0,1500.0,1500.0,0,1465.96
michel leclercq,1582.72,1661.74,1587.72,1497.02,1476.29,1642.83,1500.0,1500.0,0,1582.72
lindsay straney,1470.3,1500.0,1500.0,1470.22,1500.0,1500.0,1500.0,1500.0,0,1470.3
geoff roper,1494.87,1500.0,1500.0,1500.0,1494.29,1500.0,1500.0,1500.0,0,1494.87
kiyoshi tanabe,1541.31,1568.92,1487.28,1528.88,1516.0,1500.0,1571.31,1516.0,0,1432.24
emilio gomez,1514.25,1563.9,1499.93,1500.0,1504.38,1543.43,1500.0,1539.79,0,1514.25
nicholas david ionel,1509.67,1517.37,1510.41,1500.0,1500.0,1518.2,1500.0,1500.0,0,1509.67
gerry gomes,1494.72,1500.0,1500.0,1500.0,1490.23,1500.0,1500.0,1500.0,0,1494.72
danilo pila,1471.0,1500.0,1469.44,1500.0,1500.0,1500.0,1500.0,1500.0,0,1471.0
giorgio galimberti,1486.65,1537.21,1477.5,1500.0,1476.3,1520.75,1500.0,1515.83,0,1486.65
jurgen zopp,1523.29,1592.38,1526.97,1455.79,1490.89,1557.59,1500.0,1547.71,0,1523.29
ricky buwalda,1519.46,1539.98,1500.0,1509.41,1508.72,1500.0,1527.63,1528.66,0,1519.46
selvarajoo selvarajoo,1455.61,1500.0,1500.0,1484.0,1469.47,1500.0,1500.0,1500.0,0,1455.61
andrej martin,1508.75,1661.3,1534.42,1489.47,1432.79,1643.19,1500.0,1505.08,0,1505.68
patrick kaukovalta,1495.01,1500.0,1500.0,1500.0,1495.07,1500.0,1500.0,1500.0,0,1495.01
abdulrahman alawadhi,1484.03,1500.0,1484.7,1500.0,1500.0,1500.0,1500.0,1500.0,0,1484.03
george cosac,1464.36,1515.82,1459.0,1500.0,1500.0,1516.83,1500.0,1500.0,0,1464.36
