jugador,elo_actual_total,elo_maximo_total,elo_actual_tierra,elo_actual_hierba,elo_actual_dura,elo_maximo_tierra,elo_maximo_hierba,elo_maximo_dura,activo,elo
julian reister,1461.87,1572.29,1470.02,1477.16,1426.17,1600.39,1514.32,1500.0,0,1461.87
gene mayer,1874.16,2099.79,1856.26,1651.93,1842.82,1917.13,1677.94,2002.49,0,1874.16
james ward,1418.63,1621.4,1450.67,1357.96,1470.86,1502.7,1577.48,1529.18,0,1418.63
alejandro gonzalez,1499.58,1572.7,1452.55,1466.99,1500.86,1502.32,1500.0,1557.27,0,1499.58
treat conrad huey,1518.93,1541.28,1522.52,1500.0,1504.03,1544.32,1500.0,1504.03,0,1518.93
lars elvstrom,1481.86,1508.32,1513.68,1477.01,1454.19,1532.33,1509.31,1500.0,0,1481.86
reijo tuomola,1493.55,1513.57,1500.0,1498.13,1500.0,1500.0,1516.0,1500.0,0,1493.55
mehdi ben ismail,1484.0,1500.0,1500.0,1500.0,1484.0,1500.0,1500.0,1500.0,0,1484.0
joshua eagle,1479.94,1527.19,1484.55,1485.14,1481.32,1500.0,1515.35,1500.0,0,1479.94
wayne odesnik,1559.55,1654.18,1635.21,1430.8,1484.83,1637.12,1500.0,1578.26,0,1559.55
oscar valdivieso,1488.0,1500.0,1482.33,1500.0,1500.0,1500.0,1500.0,1500.0,0,1488.0
alexander donski,1489.96,1500.0,1500.0,1500.0,1488.79,1500.0,1500.0,1500.0,0,1489.96
laird dunlop,1484.62,1500.0,1500.0,1500.0,1483.08,1500.0,1500.0,1500.0,0,1484.62
allan mcdonald,1490.45,1545.96,1464.99,1484.15,1470.86,1500.32,1526.09,1500.0,0,1490.45
benoit paire,1422.76,1825.72,1430.77,1538.6,1508.85,1775.57,1619.21,1744.79,1,1422.76
steven harley,1484.88,1500.0,1500.0,1500.0,1483.52,1500.0,1500.0,1500.0,0,1484.88
ciccio gorla,1489.76,1500.0,1484.0,1500.0,1500.0,1500.0,1500.0,1500.0,0,1489.76
javier sanchez,1512.51,1843.77,1558.86,1473.64,1547.59,1832.65,1503.13,1757.16,0,1512.51
martin schaffl,1457.17,1500.0,1453.36,1500.0,1500.0,1500.0,1500.0,1500.0,0,1457.17
federico gaio,1427.53,1515.42,1480.14,1500.0,1432.84,1523.57,1500.0,1500.0,0,1427.53
brent haygarth,1485.05,1500.0,1500.0,1500.0,1484.67,1500.0,1500.0,1500.0,0,1485.05
rick fagel,1486.15,1622.26,1497.72,1452.44,1464.35,1612.46,1500.0,1512.78,0,1486.15
jaromir becka,1557.54,1601.61,1541.54,1500.0,1510.98,1563.87,1500.0,1544.95,0,1557.54
felix ponte,1385.78,1516.0,1442.43,1461.71,1450.95,1500.0,1500.0,1516.0,0,1385.78
gustavo ramirez,1461.87,1516.0,1465.14,1500.0,1486.9,1527.73,1500.0,1500.0,0,1461.87
alexander sarkissian,1488.75,1526.5,1500.0,1500.0,1482.23,1500.0,1500.0,1520.41,0,1488.75
jack gorsuch,1489.63,1500.0,1500.0,1492.31,1494.06,1500.0,1500.0,1500.0,0,1489.63
richard ogden,1474.23,1500.0,1473.01,1500.0,1500.0,1500.0,1500.0,1500.0,0,1474.23
gijs brouwer,1580.71,1641.14,1520.34,1500.16,1537.91,1560.07,1526.52,1570.93,1,1580.71
zeljko krajan,1450.59,1563.69,1446.81,1483.84,1478.71,1538.4,1500.0,1517.7,0,1450.59
g.d. jones,1480.61,1500.0,1500.0,1500.0,1472.46,1500.0,1500.0,1500.0,0,1577.74
syed nasir sherazi,1498.92,1530.73,1513.13,1500.0,1486.12,1530.53,1500.0,1500.0,0,1498.92
andrew kratzmann,1471.54,1500.0,1500.0,1500.0,1469.44,1500.0,1500.0,1500.0,0,1471.54
adam malik,1550.56,1566.51,1468.13,1457.6,1599.31,1500.0,1500.0,1599.31,0,1550.56
jerome haehnel,1467.91,1614.65,1441.84,1459.39,1542.28,1528.23,1500.0,1590.52,0,1467.91
jack mingjie lin,1481.86,1500.0,1500.0,1500.0,1481.45,1500.0,1500.0,1500.0,0,1481.86
grant connell,1541.71,1733.48,1464.71,1494.98,1497.91,1500.0,1523.23,1695.14,0,1541.71
jose garcia-requena,1485.69,1611.35,1463.25,1500.0,1500.0,1600.3,1500.0,1500.0,0,1485.69
daniel kosakowski,1494.52,1516.72,1500.0,1500.0,1492.84,1500.0,1500.0,1516.87,0,1494.52
unknown schoenberger,1493.68,1500.0,1484.26,1500.0,1500.0,1500.0,1500.0,1500.0,0,1493.68
bruce steel,1483.26,1500.0,1500.0,1484.0,1500.0,1500.0,1500.0,1500.0,0,1483.26
nezih gunal,1486.06,1500.0,1485.12,1500.0,1500.0,1500.0,1500.0,1500.0,0,1486.06
carlos alvarado,1451.31,1500.74,1465.37,1500.0,1484.0,1500.74,1500.0,1500.0,0,1451.31
walter barahona,1483.61,1500.0,1500.0,1500.0,1483.33,1500.0,1500.0,1500.0,0,1483.61
benjamin hassan,1517.96,1598.59,1529.95,1500.0,1499.48,1561.36,1500.0,1559.27,1,1517.96
dean schlobohm,1489.89,1516.0,1500.0,1500.0,1490.44,1500.0,1500.0,1516.0,0,1489.89
leon naude,1502.23,1518.23,1500.0,1500.0,1499.83,1500.0,1500.0,1516.39,0,1502.23
muhammad khaliq siddiq,1521.81,1620.3,1531.54,1579.42,1442.0,1531.54,1586.33,1511.85,0,1521.81
brian dabul,1490.15,1584.74,1466.94,1491.06,1495.09,1549.56,1520.9,1550.58,0,1490.15
sergio cortes,1501.37,1603.23,1476.48,1500.0,1527.27,1582.21,1500.0,1535.05,0,1501.37
bob bushman jr.,1509.61,1522.75,1508.75,1500.0,1500.0,1521.47,1500.0,1500.0,0,1509.61
vojtech flegl,1491.37,1500.0,1491.15,1500.0,1500.0,1500.0,1500.0,1500.0,0,1491.37
junjo kawamuri,1426.45,1515.26,1458.61,1459.75,1500.0,1500.0,1515.26,1500.0,0,1492.5
bent ove pedersen,1486.62,1515.86,1485.87,1500.0,1500.0,1515.99,1500.0,1500.0,0,1486.62
dennis matthews,1557.39,1598.16,1500.0,1533.11,1509.82,1500.0,1567.62,1520.83,0,1557.39
wilfredo henry torriente,1483.22,1500.0,1500.0,1500.0,1483.23,1500.0,1500.0,1500.0,0,1483.22
ian harris,1480.14,1500.0,1482.72,1500.0,1490.4,1500.0,1500.0,1506.65,0,1480.14
hsin han lee,1501.44,1501.44,1500.0,1500.0,1501.11,1500.0,1500.0,1501.11,0,1501.44
raul antonio viver,1431.5,1623.04,1441.88,1485.15,1445.43,1602.81,1500.0,1500.0,0,1431.5
marcelo saliola,1487.81,1500.0,1500.0,1500.0,1483.03,1500.0,1500.0,1500.0,0,1487.81
yanquiel medina sobrino,1515.32,1515.32,1500.0,1500.0,1515.28,1500.0,1500.0,1515.28,0,1515.32
dave harmon,1437.05,1516.0,1485.42,1448.24,1475.43,1500.71,1500.0,1516.0,0,1437.05
dan cantwell,1490.32,1500.0,1500.0,1500.0,1485.41,1500.0,1500.0,1500.0,0,1490.32
abdel-aslam mahmoudi,1470.44,1500.0,1469.61,1500.0,1500.0,1500.0,1500.0,1500.0,0,1480.66
miecyslav rybarczyk,1415.31,1500.0,1413.82,1489.54,1500.0,1500.0,1500.0,1500.0,0,1415.31
terry sargeant,1484.34,1500.0,1500.0,1481.11,1500.0,1500.0,1500.0,1500.0,0,1484.34
ainius sabaliauskas,1500.56,1500.56,1500.0,1500.0,1501.12,1500.0,1500.0,1501.12,0,1500.56
marco alciati,1493.81,1500.0,1501.56,1500.0,1483.16,1512.21,1500.0,1500.0,0,1493.81
xavier avila,1483.75,1500.0,1483.48,1500.0,1500.0,1500.0,1500.0,1500.0,0,1483.75
karim hossam,1497.61,1500.0,1500.0,1500.0,1497.38,1500.0,1500.0,1500.0,0,1497.61
armin sandbichler,1487.91,1500.0,1486.57,1500.0,1500.0,1500.0,1500.0,1500.0,0,1487.91
emilio nava,1479.35,1500.0,1495.77,1484.4,1457.87,1501.38,1500.0,1500.0,1,1479.35
nigel sears,1490.56,1500.0,1500.0,1500.0,1487.81,1500.0,1500.0,1500.0,0,1490.56
ted farnsworth,1496.32,1500.0,1495.38,1500.0,1500.0,1500.0,1500.0,1500.0,0,1496.32
yunchaokete bu,1518.82,1648.64,1437.78,1469.85,1590.46,1500.0,1500.0,1633.38,1,1518.82
joao soares,1475.3,1578.26,1476.18,1487.2,1402.8,1538.64,1531.44,1509.61,0,1475.3
akira motomura,1462.19,1500.0,1457.11,1500.0,1500.0,1500.0,1500.0,1500.0,0,1462.19
botic van de zandschulp,1618.59,1825.4,1536.6,1513.92,1634.4,1665.02,1578.49,1757.68,1,1491.61
brian stephenson,1443.35,1500.0,1500.0,1441.28,1500.0,1500.0,1500.0,1500.0,0,1443.35
arthur cazaux,1568.81,1591.99,1434.65,1498.3,1579.2,1512.07,1506.54,1606.85,1,1568.81
seung hoon lee,1470.62,1500.0,1500.0,1484.49,1485.25,1500.0,1500.0,1500.0,0,1470.62
jayendra wijeyesekera,1395.71,1500.0,1457.91,1468.0,1425.65,1519.51,1500.0,1513.0,0,1395.71
jose cordon,1485.69,1500.0,1484.67,1500.0,1500.0,1500.0,1500.0,1500.0,0,1485.69
artem dubrivnyy,1490.88,1500.0,1500.0,1500.0,1488.85,1500.0,1500.0,1500.0,0,1490.88
liang chi huang,1575.08,1575.08,1518.01,1500.0,1557.99,1518.01,1500.0,1557.99,0,1575.08
jose roberto velasco,1460.13,1503.13,1474.9,1500.0,1481.86,1501.54,1500.0,1500.0,0,1460.13
phil davies,1465.01,1500.0,1500.0,1473.84,1482.7,1500.0,1500.0,1500.0,0,1465.01
ian middleton,1484.31,1500.0,1500.0,1485.3,1500.0,1500.0,1500.0,1500.0,0,1484.31
peter moraing,1422.17,1518.35,1457.25,1475.52,1441.22,1500.0,1519.53,1526.38,0,1422.17
trevor svajda,1482.61,1500.0,1500.0,1500.0,1481.77,1500.0,1500.0,1500.0,1,1482.61
neville godwin,1515.26,1643.96,1481.57,1553.4,1432.74,1500.0,1613.23,1552.9,0,1515.26
johnny muller,1496.24,1507.44,1500.0,1500.0,1489.56,1500.0,1500.0,1501.25,0,1496.24
fabrizio gasparini,1480.89,1500.0,1481.92,1500.0,1500.0,1500.0,1500.0,1500.0,0,1480.89
ranjeet virali murugesan,1468.69,1500.0,1500.0,1500.0,1468.36,1500.0,1500.0,1500.0,0,1468.69
armando vieira,1470.61,1500.0,1483.46,1485.19,1500.0,1500.0,1500.0,1500.0,0,1470.61
oliver fuchs,1455.39,1500.0,1460.52,1500.0,1489.2,1500.0,1500.0,1500.0,0,1455.39
anders jarryd,1488.72,2011.1,1508.93,1540.61,1487.88,1864.79,1683.37,1872.21,0,1488.72
peter mors,1497.55,1515.26,1500.0,1500.0,1479.5,1500.0,1500.0,1515.26,0,1497.55
seyed akbar taheri rahaghi,1423.48,1500.0,1467.88,1500.0,1452.15,1500.86,1500.0,1500.0,0,1423.48
barry king,1489.38,1500.0,1500.0,1500.0,1491.01,1500.0,1500.0,1500.0,0,1489.38
alessandro giannessi,1486.61,1564.2,1494.72,1500.0,1479.11,1547.16,1500.0,1524.82,0,1486.61
giovanni cierro,1473.79,1500.0,1474.2,1500.0,1500.0,1500.0,1500.0,1500.0,0,1473.79
brian flood,1506.17,1513.13,1505.08,1500.0,1500.0,1513.53,1500.0,1500.0,0,1506.17
john frawley,1545.25,1788.76,1571.91,1508.81,1501.86,1607.85,1511.73,1725.69,0,1545.25
chip tolleson,1496.11,1500.0,1495.64,1500.0,1500.0,1500.0,1500.0,1500.0,0,1496.11
hans hansson,1475.39,1510.86,1482.43,1486.53,1500.0,1500.0,1509.66,1500.0,0,1475.39
miloud doumbia,1450.6,1500.0,1500.0,1500.0,1453.59,1500.0,1500.0,1500.0,0,1450.6
joel allen,1484.0,1500.0,1484.0,1500.0,1500.0,1500.0,1500.0,1500.0,0,1484.0
miljan zekic,1506.81,1510.86,1501.98,1500.0,1500.0,1508.18,1500.0,1500.0,0,1506.81
nicolas pereira,1490.26,1678.96,1479.12,1516.56,1477.6,1578.98,1536.03,1618.76,0,1490.26
martin klizan,1541.87,1855.27,1599.73,1428.54,1576.99,1787.72,1509.35,1734.57,1,1541.87
kian wah yeo,1452.17,1500.0,1500.0,1484.0,1468.74,1500.0,1500.0,1500.0,0,1452.17
nicolas massu,1498.04,1907.49,1510.52,1447.55,1539.8,1850.9,1520.9,1742.51,0,1498.04
bernard mignot,1537.38,1713.99,1471.92,1493.81,1598.88,1619.58,1531.99,1634.1,0,1537.38
lew hoad,1576.56,1679.86,1547.55,1552.19,1484.18,1601.82,1599.14,1500.0,0,1576.56
haruo nakano,1458.23,1500.0,1500.0,1500.0,1452.47,1500.0,1500.0,1500.0,0,1458.23
scott draper,1614.75,1835.55,1468.24,1513.68,1638.42,1594.04,1637.92,1749.68,0,1614.75
marcos aurelio gorriz,1498.05,1572.54,1501.04,1486.61,1463.06,1566.95,1500.45,1516.17,0,1498.05
christer holm,1478.55,1500.0,1489.36,1500.0,1484.72,1500.0,1500.0,1500.0,0,1478.55
huub weyerman,1471.18,1500.0,1471.82,1500.0,1500.0,1500.0,1500.0,1500.0,0,1471.18
raul brancaccio,1487.09,1500.0,1488.13,1500.0,1500.0,1500.0,1500.0,1500.0,0,1487.09
joe meyers,1514.89,1524.2,1493.59,1508.71,1500.0,1500.03,1521.09,1500.0,0,1514.89
clark graebner,1594.8,1968.77,1622.87,1751.62,1608.83,1810.18,1903.66,1742.76,0,1594.8
luis carlos enck,1483.84,1500.0,1483.69,1500.0,1500.0,1500.0,1500.0,1500.0,0,1483.84
john trickey,1404.59,1516.0,1500.0,1397.93,1487.21,1500.0,1516.0,1501.82,0,1404.59
arsenio marta,1467.94,1500.0,1500.0,1468.88,1500.0,1500.0,1500.0,1500.0,0,1467.94
tristan boyer,1496.66,1518.4,1488.81,1500.0,1504.71,1500.0,1500.0,1511.54,1,1496.66
yasir khan,1380.19,1500.0,1440.43,1500.0,1424.1,1500.0,1500.0,1500.0,0,1380.19
eddie fox,1499.52,1514.92,1500.0,1498.57,1500.0,1500.0,1515.14,1500.0,0,1499.52
armando cornejo,1426.39,1525.64,1448.7,1440.32,1489.06,1516.76,1500.0,1500.0,0,1426.39
n. folker,1484.0,1500.0,1500.0,1500.0,1484.0,1500.0,1500.0,1500.0,0,1484.0
bernard de troye,1479.28,1500.0,1477.73,1500.0,1500.0,1500.0,1500.0,1500.0,0,1479.28
gabor borsos,1470.89,1503.51,1469.35,1500.0,1499.18,1500.0,1500.0,1501.34,0,1470.89
edgars manusis,1483.26,1500.0,1500.0,1500.0,1483.14,1500.0,1500.0,1500.0,0,1483.26
hugo varela,1475.27,1500.0,1471.55,1500.0,1500.0,1500.0,1500.0,1500.0,0,1475.27
louis vosloo,1470.72,1500.0,1470.24,1500.0,1500.0,1500.0,1500.0,1500.0,0,1470.72
vartan tetikbas,1484.0,1500.0,1484.0,1500.0,1500.0,1500.0,1500.0,1500.0,0,1484.0
elia grossi,1486.73,1500.0,1486.54,1500.0,1500.0,1500.0,1500.0,1500.0,0,1486.73
francisco castillo,1485.19,1527.48,1480.81,1500.0,1500.0,1527.88,1500.0,1500.0,0,1485.19
xavier lawrence,1468.06,1500.0,1500.0,1500.0,1468.74,1500.0,1500.0,1500.0,0,1468.06
ernesto lingen,1460.06,1518.87,1488.99,1500.0,1467.05,1518.31,1500.0,1500.0,0,1460.06
dovydas sakinis,1471.34,1521.38,1454.38,1500.0,1512.22,1500.0,1500.0,1516.01,0,1471.34
etsuo uchiyama,1459.03,1500.0,1452.02,1500.0,1500.0,1500.0,1500.0,1500.0,0,1459.03
yuki bhambri,1529.43,1638.87,1484.35,1485.47,1523.71,1502.09,1500.0,1606.93,0,1529.43
kenneth andersson,1471.75,1500.0,1475.57,1500.0,1481.57,1500.0,1500.0,1500.0,0,1471.75
william cullen,1455.62,1500.0,1483.36,1468.7,1500.0,1500.0,1502.28,1500.0,0,1455.62
hisham nasser,1490.08,1522.94,1485.17,1500.0,1502.36,1520.18,1500.0,1502.36,0,1490.08
mohamed mamoun,1504.89,1545.83,1512.5,1500.0,1482.35,1531.92,1500.0,1516.0,0,1504.89
daniel yoo,1488.25,1500.0,1500.0,1500.0,1484.95,1500.0,1500.0,1500.0,0,1488.25
eddie cruz,1419.46,1502.85,1398.24,1499.87,1468.68,1502.18,1518.25,1500.0,0,1419.46
kenneth tsui,1475.14,1516.0,1482.23,1500.0,1485.36,1500.0,1500.0,1516.0,0,1475.14
alexander shevchenko,1544.21,1676.14,1522.83,1460.65,1534.67,1576.45,1504.71,1628.98,1,1544.21
jiri granat,1487.35,1606.07,1519.52,1455.94,1426.96,1617.1,1500.0,1512.39,0,1487.35
dominic inglot,1483.53,1500.0,1500.0,1500.0,1474.17,1500.0,1500.0,1500.0,0,1483.53
steve stockton,1488.3,1500.0,1500.0,1487.89,1500.0,1500.0,1500.0,1500.0,0,1488.3
fred mcnair iii,1484.0,1500.0,1484.0,1500.0,1500.0,1500.0,1500.0,1500.0,0,1484.0
collin altamirano,1479.06,1500.0,1500.0,1500.0,1476.73,1500.0,1500.0,1500.0,0,1479.06
nicholas sayer,1499.2,1514.48,1500.0,1500.0,1498.66,1500.0,1500.0,1514.54,0,1499.2
istvan gulyas,1580.6,1745.41,1558.63,1421.28,1499.16,1716.38,1500.0,1540.48,0,1580.6
viorel marcu,1477.78,1516.54,1484.13,1500.0,1482.7,1516.26,1500.0,1500.0,0,1477.78
sandeep kirtane,1491.58,1500.0,1500.0,1500.0,1489.58,1500.0,1500.0,1500.0,0,1491.58
mark keil,1496.21,1543.76,1500.0,1483.1,1488.92,1500.0,1535.85,1500.44,0,1496.21
julius tverijonas,1440.75,1500.0,1452.11,1500.0,1486.11,1500.0,1500.0,1500.0,0,1440.75
cliff montgomery,1479.92,1500.0,1500.0,1473.21,1500.0,1500.0,1500.0,1500.0,0,1479.92
dennis novikov,1498.24,1518.67,1500.0,1488.98,1465.07,1500.0,1500.0,1515.83,0,1498.24
grega zemlja,1557.52,1702.8,1542.26,1530.53,1492.56,1569.83,1538.39,1659.54,0,1557.52
jose castanon,1373.44,1500.0,1355.5,1499.6,1500.0,1500.0,1516.17,1500.0,0,1373.44
andy kohlberg,1497.74,1513.05,1435.44,1519.07,1453.8,1500.0,1544.23,1500.0,0,1497.74
enrique morea,1486.33,1516.0,1485.27,1500.0,1500.0,1516.0,1500.0,1500.0,0,1486.33
murphy jensen,1456.01,1500.0,1484.39,1484.2,1474.13,1500.0,1500.0,1500.0,0,1456.01
dino prizmic,1480.36,1515.41,1495.95,1500.0,1474.93,1508.75,1500.0,1502.76,1,1480.36
gary plock,1481.84,1500.0,1474.92,1500.0,1500.0,1500.0,1500.0,1500.0,0,1481.84
sergio ramirez,1484.0,1500.0,1484.0,1500.0,1500.0,1500.0,1500.0,1500.0,0,1484.0
robert brien,1493.38,1520.17,1499.97,1483.11,1500.0,1516.61,1514.62,1500.0,0,1493.38
donni leaycraft,1491.3,1500.0,1500.0,1500.0,1487.18,1500.0,1500.0,1500.0,0,1491.3
hernando jose escurra isnardi,1500.09,1500.09,1516.0,1500.0,1484.0,1516.0,1500.0,1500.0,0,1500.09
frits luyk,1472.58,1500.0,1471.04,1500.0,1500.0,1500.0,1500.0,1500.0,0,1472.58
bing pan,1565.87,1588.51,1556.85,1501.4,1519.02,1556.85,1516.0,1560.08,0,1565.87
bill light,1491.7,1500.0,1492.39,1500.0,1500.0,1500.0,1500.0,1500.0,0,1491.7
jose moreno-tallada,1435.19,1508.89,1435.37,1501.46,1440.67,1506.31,1515.57,1500.0,0,1435.19
nejc podkrajsek,1484.18,1500.0,1500.0,1500.0,1483.25,1500.0,1500.0,1500.0,0,1484.18
richard lewis,1501.76,1616.35,1452.29,1501.73,1463.78,1564.18,1579.61,1527.42,0,1501.76
gyorgy balazs,1510.15,1511.68,1515.06,1500.0,1498.49,1515.06,1500.0,1500.0,0,1510.15
jim bochte,1477.73,1500.74,1469.81,1500.0,1500.0,1500.74,1500.0,1500.0,0,1477.73
alexandru andronachi,1484.74,1500.0,1484.74,1500.0,1500.0,1500.0,1500.0,1500.0,0,1484.74
hazuan hizan,1449.58,1500.0,1500.0,1500.0,1450.98,1500.0,1500.0,1500.0,0,1449.58
lassantha fernando,1451.26,1500.0,1451.95,1500.0,1500.0,1500.0,1500.0,1500.0,0,1451.26
ken rosewall,1745.96,2207.59,1782.32,1800.13,1771.59,2109.79,2032.95,1917.89,0,1745.96
tunde segodo,1484.0,1500.0,1484.0,1500.0,1500.0,1500.0,1500.0,1500.0,0,1484.0
mark ozer,1493.56,1500.0,1493.32,1500.0,1500.0,1500.0,1500.0,1500.0,0,1493.56
nicolas moreno de alboran,1499.19,1516.13,1501.43,1500.0,1470.0,1542.84,1500.0,1500.0,1,1499.19
manuel tejada,1419.36,1500.0,1413.12,1500.0,1497.66,1500.0,1500.0,1500.0,0,1419.36
buddy gallagher,1491.34,1500.0,1500.0,1488.04,1500.0,1500.0,1500.0,1500.0,0,1491.34
zacharie moungnol,1502.18,1502.18,1500.0,1500.0,1501.8,1500.0,1500.0,1501.8,0,1502.18
anis ghorbel,1451.79,1500.0,1484.0,1500.0,1467.43,1500.0,1500.0,1500.0,0,1451.79
ricardo pazmino,1466.7,1500.0,1466.61,1500.0,1500.0,1500.0,1500.0,1500.0,0,1466.7
horst skoff,1571.41,1864.49,1577.44,1441.46,1499.05,1843.75,1500.0,1619.61,0,1571.41
ben mckown,1504.22,1519.71,1494.73,1500.0,1489.26,1510.64,1500.0,1500.56,0,1504.22
takehiko nishiwaki,1486.84,1516.59,1482.99,1500.0,1500.0,1516.32,1500.0,1500.0,0,1486.84
f. nakano,1483.26,1500.0,1500.0,1483.26,1500.0,1500.0,1500.0,1500.0,0,1483.26
lawson duncan,1592.83,1752.66,1623.29,1482.1,1441.77,1760.1,1500.0,1508.24,0,1592.83
neal higgins,1484.0,1500.0,1500.0,1484.0,1500.0,1500.0,1500.0,1500.0,0,1484.0
stephane andriolo,1487.28,1500.0,1500.0,1500.0,1486.29,1500.0,1500.0,1500.0,0,1487.28
tony bujan,1493.34,1500.0,1500.0,1500.0,1492.26,1500.0,1500.0,1500.0,0,1493.34
lorenzo manta,1488.39,1583.6,1447.01,1472.31,1521.48,1500.0,1533.57,1562.4,0,1488.39
terry ehlers,1473.7,1500.0,1500.0,1500.0,1470.23,1500.0,1500.0,1500.0,0,1473.7
dieter schultheiss,1473.68,1500.0,1470.21,1500.0,1500.0,1500.0,1500.0,1500.0,0,1473.68
mousa shanan zayed,1495.79,1500.0,1500.0,1500.0,1495.22,1500.0,1500.0,1500.0,0,1495.79
brian macphie,1587.51,1637.97,1483.8,1512.98,1545.52,1500.0,1543.71,1579.54,0,1587.51
martin garcia,1467.93,1500.0,1468.73,1487.92,1500.0,1500.0,1500.0,1500.0,0,1467.93
manuel orantes,1669.17,2194.77,1653.74,1652.39,1595.06,2132.96,1740.68,1720.39,0,1669.17
peter polansky,1466.27,1536.53,1445.96,1468.95,1473.72,1503.46,1500.0,1517.81,0,1466.27
lui pang,1501.07,1515.2,1500.0,1500.0,1503.0,1500.0,1500.0,1515.23,0,1501.07
gilles muller,1601.42,1947.44,1556.8,1680.1,1587.49,1613.18,1775.49,1819.77,0,1601.42
trent bryde,1488.84,1500.0,1500.0,1500.0,1488.44,1500.0,1500.0,1500.0,0,1488.84
jim mcmanus,1385.76,1692.93,1313.07,1493.59,1470.89,1564.68,1588.2,1627.17,0,1385.76
mark jeffrey,1489.36,1500.0,1500.0,1500.0,1483.85,1500.0,1500.0,1500.0,0,1489.36
henrik andersson,1475.27,1500.0,1471.35,1500.0,1500.0,1500.0,1500.0,1500.0,0,1475.27
nunil velasco,1482.74,1500.0,1484.0,1500.0,1500.0,1500.0,1500.0,1500.0,0,1482.74
gary hippenstiel,1516.2,1532.0,1500.0,1500.0,1516.0,1500.0,1500.0,1532.0,0,1516.2
kacper zuk,1489.44,1519.2,1483.28,1500.0,1504.95,1500.0,1500.0,1517.15,0,1489.44
mikhail youzhny,1496.58,1965.15,1434.27,1549.46,1548.22,1790.7,1746.53,1907.15,0,1496.58
roy schwegmann,1494.54,1500.0,1500.0,1500.0,1491.4,1500.0,1500.0,1500.0,0,1494.54
soon woo kwon,1553.31,1567.53,1492.54,1530.53,1534.57,1500.0,1530.53,1546.86,0,1553.31
louis gordon,1489.55,1505.01,1500.0,1500.0,1489.54,1500.0,1500.0,1505.01,0,1489.55
tihomir grozdanov,1546.49,1546.49,1527.81,1500.0,1516.5,1527.81,1500.0,1516.5,0,1546.49
han cheol shin,1477.72,1517.83,1478.24,1500.0,1481.55,1514.23,1500.0,1500.0,0,1507.16
enzo vattuone,1456.16,1500.0,1500.0,1479.27,1482.74,1500.0,1500.0,1500.0,0,1456.16
carl johnson,1483.24,1500.0,1484.0,1500.0,1500.0,1500.0,1500.0,1500.0,0,1483.24
robert kreiss,1519.36,1561.43,1418.47,1406.3,1540.47,1515.78,1500.65,1560.19,0,1519.36
bruno britez,1487.15,1500.0,1500.0,1500.0,1487.9,1500.0,1500.0,1500.0,0,1487.15
les bourne,1484.0,1500.0,1484.0,1500.0,1500.0,1500.0,1500.0,1500.0,0,1484.0
paul carey,1493.82,1500.0,1500.0,1491.62,1500.0,1500.0,1500.0,1500.0,0,1493.82
nduka odizor,1546.31,1654.94,1522.12,1532.47,1513.06,1557.15,1632.94,1568.16,0,1546.31
hocine younes,1468.02,1500.0,1467.56,1500.0,1500.0,1500.0,1500.0,1500.0,0,1468.02
jon hainline,1486.64,1514.6,1479.77,1500.0,1500.0,1514.53,1500.0,1500.0,0,1486.64
cliff skakle,1519.54,1521.29,1500.0,1500.0,1512.76,1500.0,1500.0,1517.06,0,1519.54
wei jen cheng,1467.28,1514.07,1516.0,1469.48,1484.65,1516.0,1500.0,1501.77,0,1467.28
franco belli,1473.37,1500.0,1469.95,1500.0,1500.0,1500.0,1500.0,1500.0,0,1473.37
john bartlett,1489.7,1500.0,1487.59,1500.0,1500.0,1500.0,1500.0,1500.0,0,1352.71
martins rocens,1484.58,1500.0,1500.0,1500.0,1484.51,1500.0,1500.0,1500.0,0,1484.58
theo du plessis,1452.1,1500.0,1500.0,1500.0,1453.73,1500.0,1500.0,1500.0,0,1452.1
sanchai ratiwatana,1447.0,1500.63,1492.09,1500.0,1453.55,1500.0,1500.0,1500.4,0,1447.0
ibrahim abou chahine,1427.31,1500.0,1486.19,1500.0,1440.36,1500.0,1500.0,1500.0,0,1427.31
jan boruszewski,1480.87,1500.0,1500.0,1484.12,1484.04,1500.0,1500.0,1500.0,0,1480.87
andrey kumantsov,1627.62,1808.49,1619.16,1468.69,1580.13,1697.99,1515.52,1744.03,0,1474.66
jaime fillol sr.,1616.39,2024.11,1691.78,1598.93,1552.87,1958.54,1765.64,1769.32,0,1616.39
mirza basic,1510.1,1707.49,1472.64,1467.34,1527.9,1506.67,1517.01,1687.78,1,1510.1
anthony jackie tang,1515.25,1515.25,1500.0,1500.0,1514.46,1500.0,1500.0,1514.46,0,1515.25
taylor dent,1648.53,1857.12,1467.79,1544.8,1634.4,1500.0,1657.5,1831.21,0,1648.53
colin grant,1511.19,1575.86,1502.1,1500.0,1499.52,1502.1,1500.0,1587.12,0,1511.19
junie chatman,1500.86,1512.2,1501.85,1495.75,1500.0,1510.4,1500.0,1500.0,0,1500.86
paul novoa,1486.8,1500.0,1483.43,1500.0,1500.0,1500.0,1500.0,1500.0,0,1486.8
richard thompson,1466.71,1500.0,1500.0,1500.0,1458.85,1500.0,1500.0,1500.0,0,1466.71
alex zakharia,1483.38,1500.0,1500.0,1500.0,1483.39,1500.0,1500.0,1500.0,0,1483.38
